"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","GeositeInfo_ReferenceDatum","GeositeInfo_CoordinateMethod","GeositeInfo_Elevation","GeositeInfo_FarmName","GeositeInfo_FarmNumber","GeositeInfo_Town","GeositeInfo_Portion","GeositeInfo_Village","GeositeInfo_GeositeStatus","GeositeInfo_DateWhenStatusWasObserved","GeositeInfo_MapNumber","GeositeInfo_Province","GeositeInfo_RegistrationDistrict","GeositeInfo_QuaternaryDrainageRegion","GeositeInfo_WaterManagementArea","GeositeInfo_MunicipalDistrictNew","GeositeInfo_HydrogeologicalRegion","GeositeInfo_WaterUserAssociation","GeositeInfo_Geomorphology","GeositeInfo_LandCover","GeositeInfo_TasteOfWater","GeositeInfo_IntendedGeositePurpose","GeositeInfo_ObservedActualWaterUses","GeositeInfo_WaterConsumer","GeositeInfo_SiteSelector"
"Dept Water - Pretoria","2525BD00029","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00030","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00031","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00032","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN.DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00033","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00034","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00035","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00036","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00038","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00040","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00041","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00042","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00043","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00044","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00045","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00046","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00047","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00048","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00049","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00050","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00051","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00052","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00053","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00054","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00055","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00056","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00057","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00058","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00059","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00060","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE)  ","0900 ",,"DINOKANA",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00061","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00062","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA SOUTH",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00063","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA SOUTH",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00064","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00065","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA SOUTH",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00066","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00067","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA NORTH WEST",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00068","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA NORTH WEST",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00069","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILOS DINOKANA","0037 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00070","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00071","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA NORTH WEST",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00072","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00073","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00074","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS PTN. DINOKANA","0900 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00075","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA DISTRICT 7",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00076","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,,"MOILWAS (GOPANE) (DINOKANA CLINIC)",,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00077","Borehole","-25.45059","25.88299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1280","MOILWAS (GOPANE) ","0900 ",,"DINOKANA",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525BD00143","Borehole","-25.44976","25.79187","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1430","MOILWA PTN. DINOKANA","0901 ",,,,,"","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Production (Water Supply)","Agriculture",,
"Dept Water - North West","08-72018","Borehole","-25.44853","25.70875","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1397",,,,,"Dinokana","In Use: Unknown","2016-06-27",,"North West",,,,,,,,,,"Production (Water Supply)","Bulk Water Supply",,
"Dept Water - North West","08-71236","Borehole","-25.44836","25.79197","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1417","MOILWA PTN DINOKANA","0901","ZEERUST",,"DINOKANA","In Use: Unknown","2015-08-24","2525BD","North West","JO","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,"Production (Water Supply)","Agriculture, Irrigation, Domestic, Bulk Water Supply, Gardening",,
"Dept Water - North West","21-00123","Borehole","-25.44634","25.89235","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1299",,,"Zeerust",,"Dinokana",,"",,"North West",,"A10A",,,,,,,,,,,
"Dept Water - North West","08-71386","Borehole","-25.44615","25.96787","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1262",,,"ZEERUST",,"NTSWELETSOKU","In Use: Production","2018-06-13",,"North West",,"A10A","Crocodile (West) and Marico","Ngaka Modiri Molema DC38",,,"Flat/Gently Undulating Surface","Shrubland and Low Fynbos",,,,,
"Dept Water - Pretoria","2525BD00164","Borehole","-25.44539","25.82356","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1430","MOILWAS IKALAFENG ","0900 ",,"KHUNOTSWANA",,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","2525BD00198","Spring","-25.44499","25.86175","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1260","MOILWAS PTN. DINOKANA LOWER","00900",,,,"In Use: Unknown","2007-11-17","2525BD","North West","JO","A10A","Crocodile (West) and Marico",,,,,,,,,,
"Dept Water - North West","DK9E","Borehole","-25.44361","25.79197","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1437",,,,,"Dinokana Wellfield",,"",,"North West",,"D41A",,,,,,,,"Production (Water Supply)",,,
"Dept Water - Pretoria","2525BD00184","Borehole","-25.44246","25.96742","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1260","DE DAM VAN METSUGO PTN NTSWELETSOKU","0038 ",,,,,"","2525BD","North West","JO","A10A","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2526CA00351","Borehole","-25.44208","25.76031","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","MOILWAS PTN. IKALAFENG","0901 ",,,,"In Use: Unknown","1995-05-15","2525BD","North West","JP","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,"Flat/Gently Undulating Surface",,"Fresh","Production (Water Supply)",,,
"Dept Water - North West","2526CA00351","Borehole","-25.44208","25.76031","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","MOILWAS PTN. IKALAFENG","0901 ",,,,"In Use: Unknown","1995-07-15","2525BD","North West","JP","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,"Flat/Gently Undulating Surface",,"Fresh","Production (Water Supply)",,,
"Dept Water - North West","2526CA00351","Borehole","-25.44208","25.76031","Hartbeeshoek Datum (WGS 84)","Global Positioning System (Hand-held)","1420","MOILWAS PTN. IKALAFENG","0901 ",,,,"In Use: Unknown","1995-08-15","2525BD","North West","JP","D41A","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,"Flat/Gently Undulating Surface",,"Fresh","Production (Water Supply)",,,
